# Test data: ../data/humanDiseasome.txt
# Parameters: L = 10, beta = 0.4, gamma = 3, nruns = 30, re-insertion = True
# Best result: 50, duration = 0.3383586589989136 # avg: 50.13333333333333, avg duration = 0.3306404676991709
# run No., objective function value, duration
0,50,0.3383586589989136
1,50,0.35416935499961255
2,50,0.33125582500360906
3,50,0.312448543998471
4,50,0.3384357859977172
5,50,0.3144050310002058
6,50,0.3628588959982153
7,50,0.3250082079975982
8,50,0.331062994999229
9,50,0.32584989299357403
10,50,0.3360958369958098
11,50,0.3179867529979674
12,50,0.3420696049943217
13,50,0.33063238900649594
14,50,0.3226315199935925
15,50,0.3286745540026459
16,50,0.33108092499605846
17,51,0.34288997799740173
18,50,0.3398289139950066
19,50,0.32957917699968675
20,51,0.33204665900120744
21,50,0.3124693630015827
22,50,0.3231310510018375
23,50,0.331721419999667
24,52,0.3184754120011348
25,50,0.32733186700352235
26,50,0.3331516010002815
27,50,0.32816511599958176
28,50,0.3285256829985883
29,50,0.32887301500159083
